,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,obj
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,26,12,26,35,24,12,27,18,23,410.42860319541614
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32,22,31,12,5,13,18,29,17,22,17025.110873243302
34,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27,21,14,32,24,16,23,25,7,20,443.7707109733076
35,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18,11,14,14,14,9,13,17,7,9,372.45431020562614
36,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,13,31,35,25,30,21,15,5,35,31,450.3062677427474
37,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,18,7,27,33,8,14,33,26,20,25,542.4072349979032
38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7,8,33,5,31,22,16,6,10,10,758.056053924651
39,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,27,10,32,20,8,10,23,27,19,19,11450.467886984292
40,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,16,31,26,7,21,14,24,7,23,15,425.53635980050285
41,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,9,24,23,17,10,30,19,28,10,29,514.6782766262247
42,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,8,9,13,12,15,31,21,7,12,379.7479783427216
43,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,29,15,13,34,9,5,25,22,28,25,565.0989872279944
44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,34,30,21,22,21,15,27,35,23,24995.70908532377
45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5,7,25,20,25,22,15,5,5,7,297.3367890174816
46,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,28,27,33,14,8,26,11,18,29,486.4831640970525
47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11,31,22,21,12,27,29,26,9,35,416.78644109650133
48,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,33,27,28,33,24,16,29,16,26,27,16822.74405607405
49,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,33,9,7,34,12,14,27,15,31,13,3242.038956652129
50,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,19,8,21,28,19,33,17,9,21,13,535.626268873976
51,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,16,29,10,30,35,9,34,27,5,27,8744.87913172167
52,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,31,26,32,5,33,12,16,31,10,17,472.8692795750344
53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,26,30,25,22,30,27,31,26,11,14110.796185065505
54,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7,15,18,8,6,11,12,21,21,9,498.85993175195466
55,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,28,5,23,14,11,22,7,19,19,7,497.2842474039534
56,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,33,32,30,20,18,6,5,6,29,14245.727267481736
57,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,12,31,9,15,20,27,16,6,25,13,433.39242030806474
58,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,28,19,24,34,32,8,19,27,25,30,3262.4914605516938
59,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,18,28,11,30,29,32,29,27,32,7,5718.627388846675
60,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,18,33,14,31,12,23,25,28,28,14344.540908595583
61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26,34,28,30,19,35,15,17,30,19,22517.78122488313
62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23,23,16,10,22,25,22,9,30,34,16965.202614894188
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18,5,25,28,31,5,27,16,16,6,22245.062504525507
64,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,35,5,15,17,29,20,33,26,9,17,574.3372381607601
65,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5,12,11,21,8,11,28,35,9,32,506.823425501536
66,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,30,7,26,17,25,15,22,6,10,17,496.5699799796748
67,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13,35,31,19,28,14,27,24,31,32,8943.623132695477
68,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18,35,20,10,27,13,24,23,6,18,3227.521369946825
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,7,20,26,27,14,35,27,28,26,449.9471946495395
70,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,28,16,25,15,13,16,28,12,29,8,377.4541485083482
71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22,23,18,22,28,19,22,7,13,27,345.503124914948
72,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26,5,25,24,12,9,34,17,9,5,6083.976982554922
73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,24,12,21,21,11,12,18,21,33,14195.530885028695
74,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7,12,9,7,34,10,18,29,5,26,6011.043786137897
75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,29,15,32,5,26,30,18,8,10,371.46665763485476
76,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8,16,20,31,34,20,9,26,19,32,11256.168483570671
77,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,33,14,8,5,23,30,14,25,31,24,497.9488732307426
78,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,10,27,33,8,20,13,9,32,13,6,3151.2985186833953
79,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16,10,35,31,8,35,18,10,29,12,5884.223170678464
80,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5,18,22,15,12,28,12,7,24,27,669.5839346168658
81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,20,32,11,23,19,27,29,22,27,19678.973798996245
82,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,7,14,16,27,30,30,6,7,22,14413.582568352322
83,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,29,22,6,32,16,9,6,14,34,317.45523902175114
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,21,10,22,12,33,25,33,7,27,27760.0
85,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25,7,19,16,18,13,26,16,5,15,11326.782126157867
86,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,9,19,6,12,24,5,29,22,27,15,460.11455125229645
87,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,17,25,29,7,12,33,10,12,32,23,3156.935515137972
88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,14,5,28,24,16,31,24,23,17,441.15364518845513
89,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,23,30,5,30,17,18,26,21,19,32,11359.704678187618
90,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,31,12,19,32,24,22,21,7,27,22,14154.270376171165
91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,18,17,9,35,21,10,25,12,18,25011.465571281165
92,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,16,30,5,29,5,12,21,19,10,3179.911280647003
93,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6,31,5,20,31,18,16,12,16,6,465.8047941288992
94,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,29,6,19,7,23,20,35,14,28,21,702.4488942494319
95,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,10,27,29,31,25,5,11,30,24,33,565.5739805306426
96,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,33,23,20,15,31,33,24,15,20,26,11426.836918631348
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23,21,6,17,15,15,21,13,7,12,14094.576572618995
98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22,20,18,30,11,30,25,27,13,22,14082.905317559565
99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,15,14,32,10,34,31,13,11,22,19516.234360503542
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,22,18,18,27,33,9,30,35,20,27760.0
101,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,5,28,5,12,5,32,35,32,8,434.9825715658807
102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,21,25,5,32,13,27,7,11,7,14118.496355354178
103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,22,12,27,23,28,19,21,22,12,14097.937469437042
104,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,15,31,30,8,7,24,10,18,7,5,453.62787442239005
105,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,13,11,16,27,5,26,16,6,19,23,423.3549265169952
106,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,28,8,15,7,31,22,11,15,19,30,546.0333831123309
107,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,30,18,29,21,14,6,25,21,20,19,3211.4753817646624
108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,26,19,19,12,34,35,15,18,29,25107.68722806897
109,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8,20,15,6,15,15,21,32,17,22,562.7950724490895
110,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,17,13,29,29,30,14,15,29,19,30,628.6843538480393
111,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,34,13,35,16,21,30,13,28,9,25,496.37554823471
112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22,34,22,17,26,7,21,10,21,8,313.52864046760715
113,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,31,18,22,24,13,26,9,23,6,25011.465571281165
114,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35,21,10,15,17,17,24,8,17,11,14151.453074817675
115,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,34,12,23,8,21,5,26,34,35,14,3211.2140787257485
116,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,24,13,7,33,20,33,13,31,8,34,477.859078040829
117,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8,19,8,22,11,27,34,28,27,12,546.2774279749564
118,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,18,26,24,11,9,30,21,9,16,379.90090841732115
119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,33,7,6,14,16,35,27,30,25,505.9707708117525
120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14,27,16,12,29,34,15,20,31,20,409.8972256832154
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,30,27,9,27,35,9,10,28,33,27760.0
122,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,9,20,21,18,26,7,26,34,9,19,552.971813401595
123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,20,13,12,27,11,18,18,29,19,431.5762412494373
124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,11,33,23,11,35,29,9,20,19,25021.510449064164
125,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,26,33,18,22,12,25,25,25,19,19,14220.99788855318
126,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5,12,35,24,12,29,16,10,33,26,5965.650766510624
127,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7,15,13,18,13,7,16,10,11,13,469.3160226172862
128,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,21,27,25,32,6,34,15,35,31,29,3212.6526246245594
129,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,12,29,15,8,24,16,35,9,21,34,8651.054357217601
130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,30,26,32,25,19,28,8,31,14,398.36552699784244
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,11,34,31,35,26,14,32,7,12,27760.0
132,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,28,35,27,16,8,19,23,5,20,33,5931.971115403378
133,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17,15,9,35,20,20,16,14,8,21,3169.719994091767
134,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,22,5,17,19,16,34,8,23,21,18,462.120842628541
135,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,22,12,27,11,20,33,32,8,18,14,352.7631902389985
136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26,29,24,30,7,25,15,32,30,26,14162.316074329912
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,13,21,5,30,8,26,10,28,6,14260.305159296804
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,34,18,20,29,19,21,12,16,21,27760.0
139,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,11,34,6,17,30,13,29,16,6,26,601.94788016866
140,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,19,18,14,13,13,11,25,35,12,8968.92536019043
141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32,15,27,18,30,34,24,27,22,21,433.59259364326806
142,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32,14,33,6,6,17,30,11,20,8,6146.242050245205
143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,27,34,32,5,33,11,30,33,21,17075.120493134596
144,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,29,18,19,6,35,22,7,6,32,24,636.0998405917593
145,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5,24,15,33,10,25,24,13,6,31,394.0113010781498
146,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,18,20,20,26,22,14,30,6,7,30,486.60577812707436
147,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,5,33,5,13,34,11,33,21,33,406.28194818401903
148,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,12,21,21,29,17,27,8,25,9,8750.310333853415
149,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5,22,26,6,12,9,10,33,20,10,453.07791643998394
150,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,35,35,22,34,25,6,35,10,29,34,566.7805000176161
151,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,11,10,19,25,11,12,11,20,10,25,483.01290061021666
152,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6,19,16,29,35,21,31,31,34,20,3191.032173454748
153,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,31,32,20,19,25,19,8,32,21,27,5874.763838365419
154,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,32,13,17,21,26,12,21,10,12,21,11460.959482928605
155,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,18,16,20,20,26,6,12,6,30,34,632.5499213131183
156,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,21,18,16,31,23,14,17,35,14,7,11243.490236604513
157,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,29,34,35,29,22,19,11,25,31,15,6405.357897872464
158,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30,12,28,24,35,7,14,10,16,26,8836.204176728535
159,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6,9,7,35,29,10,7,22,13,7,762.3517596173075
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,34,28,5,16,18,33,15,9,31,27760.0
161,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,26,20,13,34,32,7,26,29,8,27,5978.072591339684
162,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27,34,14,8,30,35,13,27,28,11,8673.236177053843
163,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,21,7,10,20,28,27,34,29,25,25,8627.563579767548
164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,25,21,17,19,5,34,15,32,16857.16747353911
165,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,21,23,6,19,31,34,32,29,10,14,3200.933824733799
166,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,22,23,25,28,32,28,15,29,28,22,11387.843217872569
167,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,24,13,7,31,34,10,27,16,34,20,466.16990370279234
168,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,27,5,22,10,11,9,26,6,28,10,658.2669464782481
169,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13,26,11,13,15,8,30,35,28,7,397.06933906560755
170,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11,6,19,25,8,29,9,34,11,28,5884.269121540616
171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24,23,15,9,22,35,25,27,30,29,22457.33616299183
172,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,33,16,35,10,21,29,34,15,34,34,719.0511875327499
173,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,15,27,21,21,7,21,17,8,23,31,674.1090731265714
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,35,33,33,9,8,29,21,32,9,27760.0
175,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33,34,25,10,30,8,27,13,6,14,11416.762936875737
176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24,9,10,33,14,20,33,20,19,29,11458.757900206421
177,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,30,22,12,31,14,31,34,23,15,25,8545.69221020346
178,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,5,29,26,8,22,5,30,29,20,11478.41035858592
179,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20,21,34,9,12,20,11,18,16,11,8850.02755007089
180,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,34,30,6,31,24,14,19,5,22,23,482.269605137147
181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29,7,35,15,28,7,25,28,25,8,11546.67851025037
182,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17,18,31,5,20,16,6,5,6,27,371.69325777637744
183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34,6,26,14,9,19,13,33,24,8,14940.404374314341
184,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,14,31,28,28,16,6,20,28,28,32,520.7274866152552
185,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,19,18,29,15,32,23,32,15,29,25,8884.495237796134
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,25,13,12,31,27,5,26,12,27,16788.340157778297
187,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,34,34,26,16,7,28,20,11,10,14,402.0594382924695
188,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,18,12,31,32,19,34,29,32,21,22,5882.812005016676
189,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7,12,14,21,32,6,17,7,26,35,522.6870138175075
190,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,10,19,11,31,16,31,8,31,6,31,577.3141194120763
191,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29,15,18,27,35,6,8,10,9,16,3593.617902633194
192,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,35,23,21,23,14,9,32,34,21,30,6261.512686632379
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,29,25,22,23,19,25,22,27,22,27760.0
194,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26,26,30,27,19,31,18,26,33,26,22228.214132735582
195,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,24,6,9,21,29,30,25,25,26,506.6295085778597
196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16,22,6,10,13,14,23,8,30,22323.916539625825
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,28,10,18,8,24,17,14,15,16,27760.0
198,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,15,29,5,10,15,9,5,23,23,29,521.92511876985
